date,temp,humidity,precipitation
2017/07/01,28.741666666666664,70.79166666666667,20.0
2017/07/02,29.466666666666672,67.625,0.0
2017/07/03,28.916666666666668,68.41666666666667,31.0
2017/07/04,28.683333333333334,69.29166666666667,8.0
2017/07/05,29.808333333333334,63.541666666666664,0.0
2017/07/06,30.279166666666665,62.416666666666664,0.0
2017/07/07,28.49166666666667,67.70833333333333,17.0
2017/07/08,28.27499999999999,68.91666666666667,4.0
2017/07/09,28.325,71.25,36.0
2017/07/10,29.079166666666666,71.70833333333333,20.0
2017/07/11,29.429166666666664,69.75,3.0
2017/07/12,30.395833333333332,66.5,0.0
2017/07/13,31.029166666666672,61.875,0.0
2017/07/14,30.741666666666664,60.541666666666664,0.0
2017/07/15,30.962500000000002,58.041666666666664,0.0
2017/07/16,31.354166666666668,56.041666666666664,0.0
2017/07/17,30.775000000000002,57.416666666666664,0.0
2017/07/18,31.504166666666666,61.166666666666664,0.0
